,User,Location,Tweet,Tweet_clean,Tweet_token,Tweet_nonstop
1076,HorrificIdeals,Universe 10,Life is always uncertain It many at us unexpectedly If life wasnt worth living you never met me I believe that everything within our understanding for a reason Lily Life is what you make it Not what wish for,Life is always uncertain It many at us unexpectedly If life wasnt worth living you never met me I believe that everything within our understanding for a reason Lily Life is what you make it Not what wish for,"['life', 'is', 'always', 'uncertain', 'it', 'many', 'at', 'us', 'unexpectedly', 'if', 'life', 'wasnt', 'worth', 'living', 'you', 'never', 'met', 'me', 'i', 'believe', 'that', 'everything', 'within', 'our', 'understanding', 'for', 'a', 'reason', 'lily', 'life', 'is', 'what', 'you', 'make', 'it', 'not', 'what', 'wish', 'for']","['life', 'always', 'uncertain', 'many', 'us', 'unexpectedly', 'life', 'wasnt', 'worth', 'living', 'never', 'met', 'believe', 'everything', 'within', 'understanding', 'reason', 'lily', 'life', 'make', 'wish']"
1077,HarpreetKhara,"Warwickshire, UK ",had a great response to this article not living to work these days and I dont miss it know your worth,had a great response to this article not living to work these days and I dont miss it know your worth,"['had', 'a', 'great', 'response', 'to', 'this', 'article', 'not', 'living', 'to', 'work', 'these', 'days', 'and', 'i', 'dont', 'miss', 'it', 'know', 'your', 'worth']","['great', 'response', 'article', 'living', 'work', 'days', 'dont', 'miss', 'know', 'worth']"
1078,fay_young,Scotland,Sorry for late response trying to spend less time on Twitter Infection spread highly complex but worth these Covid against of multiple deprivation also highly complex mix Not everyone living in those is poor,Sorry for late response trying to spend less time on Twitter Infection spread highly complex but worth these Covid against of multiple deprivation also highly complex mix Not everyone living in those is poor,"['sorry', 'for', 'late', 'response', 'trying', 'to', 'spend', 'less', 'time', 'on', 'twitter', 'infection', 'spread', 'highly', 'complex', 'but', 'worth', 'these', 'covid', 'against', 'of', 'multiple', 'deprivation', 'also', 'highly', 'complex', 'mix', 'not', 'everyone', 'living', 'in', 'those', 'is', 'poor']","['sorry', 'late', 'response', 'trying', 'spend', 'less', 'time', 'twitter', 'infection', 'spread', 'highly', 'complex', 'worth', 'covid', 'multiple', 'deprivation', 'also', 'highly', 'complex', 'mix', 'everyone', 'living', 'poor']"
1079,EmployeeoftheM7,,Can we agree on a living wage for everyone except those 55 Theyre just not worth 15hr,Can we agree on a living wage for everyone except those Theyre just not worth hr,"['can', 'we', 'agree', 'on', 'a', 'living', 'wage', 'for', 'everyone', 'except', 'those', 'theyre', 'just', 'not', 'worth', 'hr']","['agree', 'living', 'wage', 'everyone', 'except', 'theyre', 'worth', 'hr']"
1080,kazuya_noguchi,千葉 松戸市,not worth living,not worth living,"['not', 'worth', 'living']","['worth', 'living']"
1081,daveusesthis,"LI, NY",Yeah last I it was in the 600K range might be worth more I would hope theyre not living off his soon to be check and he got some money away otherwise,Yeah last I it was in the K range might be worth more I would hope theyre not living off his soon to be check and he got some money away otherwise,"['yeah', 'last', 'i', 'it', 'was', 'in', 'the', 'k', 'range', 'might', 'be', 'worth', 'more', 'i', 'would', 'hope', 'theyre', 'not', 'living', 'off', 'his', 'soon', 'to', 'be', 'check', 'and', 'he', 'got', 'some', 'money', 'away', 'otherwise']","['yeah', 'last', 'k', 'range', 'might', 'worth', 'would', 'hope', 'theyre', 'living', 'soon', 'check', 'got', 'money', 'away', 'otherwise']"
1082,Girl_by_the_Aga,"England, United Kingdom",And even if we werent living totally normal does that mean were worth less People with learning for example have a high mortality rate from covid Do they not matter,And even if we werent living totally normal does that mean were worth less People with learning for example have a high mortality rate from covid Do they not matter,"['and', 'even', 'if', 'we', 'werent', 'living', 'totally', 'normal', 'does', 'that', 'mean', 'were', 'worth', 'less', 'people', 'with', 'learning', 'for', 'example', 'have', 'a', 'high', 'mortality', 'rate', 'from', 'covid', 'do', 'they', 'not', 'matter']","['even', 'werent', 'living', 'totally', 'normal', 'mean', 'worth', 'less', 'people', 'learning', 'example', 'high', 'mortality', 'rate', 'covid', 'matter']"
1084,WorkAtHomeMikeM,"Minneapolis, MN",Life without risk is not worth living You cant win big without any success,Life without risk is not worth living You cant win big without any success,"['life', 'without', 'risk', 'is', 'not', 'worth', 'living', 'you', 'cant', 'win', 'big', 'without', 'any', 'success']","['life', 'without', 'risk', 'worth', 'living', 'cant', 'win', 'big', 'without', 'success']"
1085,vtkay8,,Quick rush indoors and stay there Life not worth living and getting on with as mutant is heading our way Why not practice logical calm optimism for a change spread a message that life needs to safely go on instead of these scaremongering,Quick rush indoors and stay there Life not worth living and getting on with as mutant is heading our way Why not practice logical calm optimism for a change spread a message that life needs to safely go on instead of these scaremongering,"['quick', 'rush', 'indoors', 'and', 'stay', 'there', 'life', 'not', 'worth', 'living', 'and', 'getting', 'on', 'with', 'as', 'mutant', 'is', 'heading', 'our', 'way', 'why', 'not', 'practice', 'logical', 'calm', 'optimism', 'for', 'a', 'change', 'spread', 'a', 'message', 'that', 'life', 'needs', 'to', 'safely', 'go', 'on', 'instead', 'of', 'these', 'scaremongering']","['quick', 'rush', 'indoors', 'stay', 'life', 'worth', 'living', 'getting', 'mutant', 'heading', 'way', 'practice', 'logical', 'calm', 'optimism', 'change', 'spread', 'message', 'life', 'needs', 'safely', 'go', 'instead', 'scaremongering']"
1086,_mrmoh,,The moment you have into a nonconformist you owe it a great deal to yourself the you want to do and want not to do Negative no longer matter of your even make you unstoppable life becomes worth living,The moment you have into a nonconformist you owe it a great deal to yourself the you want to do and want not to do Negative no longer matter of your even make you unstoppable life becomes worth living,"['the', 'moment', 'you', 'have', 'into', 'a', 'nonconformist', 'you', 'owe', 'it', 'a', 'great', 'deal', 'to', 'yourself', 'the', 'you', 'want', 'to', 'do', 'and', 'want', 'not', 'to', 'do', 'negative', 'no', 'longer', 'matter', 'of', 'your', 'even', 'make', 'you', 'unstoppable', 'life', 'becomes', 'worth', 'living']","['moment', 'nonconformist', 'owe', 'great', 'deal', 'want', 'want', 'negative', 'longer', 'matter', 'even', 'make', 'unstoppable', 'life', 'becomes', 'worth', 'living']"
1088,RexWiderstrom,,sick of hearing alive arent you Life worth living just a glib phrase it can be literal if not a or public service property owner with decent Government this the sense of responsibility,sick of hearing alive arent you Life worth living just a glib phrase it can be literal if not a or public service property owner with decent Government this the sense of responsibility,"['sick', 'of', 'hearing', 'alive', 'arent', 'you', 'life', 'worth', 'living', 'just', 'a', 'glib', 'phrase', 'it', 'can', 'be', 'literal', 'if', 'not', 'a', 'or', 'public', 'service', 'property', 'owner', 'with', 'decent', 'government', 'this', 'the', 'sense', 'of', 'responsibility']","['sick', 'hearing', 'alive', 'arent', 'life', 'worth', 'living', 'glib', 'phrase', 'literal', 'public', 'service', 'property', 'owner', 'decent', 'government', 'sense', 'responsibility']"
1089,cookieboo28,Airdrie,teeneo1 And also you dont give a crap about that unborn life once its born Into poverty trauma neglect abuse A life of from not saying disabled arent worth living some of the a woman will decide to terminate so they dont happen,teeneo1 And also you dont give a crap about that unborn life once its born Into poverty trauma neglect abuse A life of from not saying disabled arent worth living some of the a woman will decide to terminate so they dont happen,"['teeneo1', 'and', 'also', 'you', 'dont', 'give', 'a', 'crap', 'about', 'that', 'unborn', 'life', 'once', 'its', 'born', 'into', 'poverty', 'trauma', 'neglect', 'abuse', 'a', 'life', 'of', 'from', 'not', 'saying', 'disabled', 'arent', 'worth', 'living', 'some', 'of', 'the', 'a', 'woman', 'will', 'decide', 'to', 'terminate', 'so', 'they', 'dont', 'happen']","['teeneo1', 'also', 'dont', 'give', 'crap', 'unborn', 'life', 'born', 'poverty', 'trauma', 'neglect', 'abuse', 'life', 'saying', 'disabled', 'arent', 'worth', 'living', 'woman', 'decide', 'terminate', 'dont', 'happen']"
1090,LeMonsieurGrand,,adelekanadeoye2 lionheart01 Your 1st sentence wasnt particularly necessary As for your 2nd sentence Do not let anyone curse you out of provocation you you believe are living large are doing do at a lesser percentage of their worth once inflation and depreciation of our,adelekanadeoye2 lionheart01 Your st sentence wasnt particularly necessary As for your nd sentence Do not let anyone curse you out of provocation you you believe are living large are doing do at a lesser percentage of their worth once inflation and depreciation of our,"['adelekanadeoye2', 'lionheart01', 'your', 'st', 'sentence', 'wasnt', 'particularly', 'necessary', 'as', 'for', 'your', 'nd', 'sentence', 'do', 'not', 'let', 'anyone', 'curse', 'you', 'out', 'of', 'provocation', 'you', 'you', 'believe', 'are', 'living', 'large', 'are', 'doing', 'do', 'at', 'a', 'lesser', 'percentage', 'of', 'their', 'worth', 'once', 'inflation', 'and', 'depreciation', 'of', 'our']","['adelekanadeoye2', 'lionheart01', 'st', 'sentence', 'wasnt', 'particularly', 'necessary', 'nd', 'sentence', 'let', 'anyone', 'curse', 'provocation', 'believe', 'living', 'large', 'lesser', 'percentage', 'worth', 'inflation', 'depreciation']"
1091,Niunux11,Maldives,An unexamined life is not worth,An unexamined life is not worth,"['an', 'unexamined', 'life', 'is', 'not', 'worth']","['unexamined', 'life', 'worth']"
1092,rtjpoet,"Dolmio mountains, Italia",So few in fact its not worth him posting about But I would indeed like to see him reify this whole new meaning to the phrase living rent free in your head,So few in fact its not worth him posting about But I would indeed like to see him reify this whole new meaning to the phrase living rent free in your head,"['so', 'few', 'in', 'fact', 'its', 'not', 'worth', 'him', 'posting', 'about', 'but', 'i', 'would', 'indeed', 'like', 'to', 'see', 'him', 'reify', 'this', 'whole', 'new', 'meaning', 'to', 'the', 'phrase', 'living', 'rent', 'free', 'in', 'your', 'head']","['fact', 'worth', 'posting', 'would', 'indeed', 'like', 'see', 'reify', 'whole', 'new', 'meaning', 'phrase', 'living', 'rent', 'free', 'head']"
1093,littleMURE,UK,why is minimum wage cant be to be worth as much as more respectable always the take and not that maybe everyone is too little to the cost of living,why is minimum wage cant be to be worth as much as more respectable always the take and not that maybe everyone is too little to the cost of living,"['why', 'is', 'minimum', 'wage', 'cant', 'be', 'to', 'be', 'worth', 'as', 'much', 'as', 'more', 'respectable', 'always', 'the', 'take', 'and', 'not', 'that', 'maybe', 'everyone', 'is', 'too', 'little', 'to', 'the', 'cost', 'of', 'living']","['minimum', 'wage', 'cant', 'worth', 'much', 'respectable', 'always', 'take', 'maybe', 'everyone', 'little', 'cost', 'living']"
1094,KepooGaul,World,Be not afraid of life Believe that life is worth living and your belief will help create the fact Henry,Be not afraid of life Believe that life is worth living and your belief will help create the fact Henry,"['be', 'not', 'afraid', 'of', 'life', 'believe', 'that', 'life', 'is', 'worth', 'living', 'and', 'your', 'belief', 'will', 'help', 'create', 'the', 'fact', 'henry']","['afraid', 'life', 'believe', 'life', 'worth', 'living', 'belief', 'help', 'create', 'fact', 'henry']"
1096,__Lost_soul___,"Islamabad, Pakistan",Life is not worth living without,Life is not worth living without,"['life', 'is', 'not', 'worth', 'living', 'without']","['life', 'worth', 'living', 'without']"
1097,Ells116,"Lagos, Nigeria",These aint even worth living for Definitely not bout to die for em,These aint even worth living for Definitely not bout to die for em,"['these', 'aint', 'even', 'worth', 'living', 'for', 'definitely', 'not', 'bout', 'to', 'die', 'for', 'em']","['aint', 'even', 'worth', 'living', 'definitely', 'bout', 'die', 'em']"
1098,MarmaladeJelly,,No not yet is it worth a watch Also he a series now where he into swear word Still living his best life,No not yet is it worth a watch Also he a series now where he into swear word Still living his best life,"['no', 'not', 'yet', 'is', 'it', 'worth', 'a', 'watch', 'also', 'he', 'a', 'series', 'now', 'where', 'he', 'into', 'swear', 'word', 'still', 'living', 'his', 'best', 'life']","['yet', 'worth', 'watch', 'also', 'series', 'swear', 'word', 'still', 'living', 'best', 'life']"
